,user_id,screen_name
612,4205133682,GReschenthaler
613,159714203,lilwil7
614,370491805,sarahcwestwood
615,29658469,MillerStream
616,753385398718521344,BlazeTV
617,17469492,CFR_org
618,960962340,RepAndyHarrisMD
619,1039879658400112640,RepCloudTX
620,1356030014,LibertarianBlue
621,812135885328236551,RealSaavedra
622,815966620300480514,RepGallagher
623,2976606250,RepGrothman
624,851621377,JimPressOffice
625,1060487274,RepDougCollins
626,235251868,govkristinoem
627,69022849,VinceCoglianese
628,1246071673,ChiefEditorMG
629,434418589,eb454
630,408806531,esaagar
631,398886217,Rowebotz
632,1628841380,AdrianaCohen16
633,519819758,MichelleMacTV
634,173925279,susanferrechio
635,450941680,ThisWeekABC
636,93069110,maggieNYT
637,50011708,margbrennan
638,205392468,FaceTheNation
639,15212187,bennyjohnson
640,975198558461800449,RepMarkMeadows
641,2717961126,BoKnowsNews
642,912759481766957057,OutnumberedOT
643,704391334128394240,conservmillen
644,4808402532,henryrodgersdc
645,247981000,PoliticalShort
646,838462994,JamesComer
647,55896443,lbarronlopez
648,45604374,HouseInSession
649,45265448,MZanona
650,2337241560,JimRenacci
651,18956073,dcexaminer
652,2964949642,SenMcSallyAZ
653,229197216,RepDavid
654,21829541,NRA
655,21784951,Surabees
656,144986277,westerncaucus
657,2253968388,RepByrne
658,930552552302792705,DanCrenshawTX
659,898787903609765890,Yvette4congress
660,2852998461,RepWesterman
661,34715823,DebbieLesko
662,817138492614524928,RepTedBudd
663,18983793,ShannonBream
664,16030518,jeffhunt
665,1083125649609506816,RepGregSteube
666,1081318716573470720,RepCarolMiller
667,1080515866255593472,RepArmstrongND
668,880480631108644864,RepRalphNorman
669,843636970538618880,RepClayHiggins
670,1072158357237174272,RepBenCline
671,1078741899572240384,RepRussFulcher
672,1890308449,bhweingarten
673,34929057,knssradio
674,335100687,ChrisCPandolfo
675,584012853,RepDLamborn
676,1082790600292925440,RepChipRoy
677,12354832,kasie
678,1080477288955826176,RepMarkGreen
679,1360615250,RobManess
680,872148729184362497,DrPaulGosar
681,20975060,johnrobertsFox
682,4263722186,DStefanskiAZ
683,2316003960,CR
684,2229044521,LizMacDonaldFOX
685,3221357514,TrishIntel
686,816652616625168388,RepAndyBiggsAZ
687,2937476451,NateOnTheHill
688,859016395,TaylorPopielarz
689,1409218891,IanTFury
690,445763068,_WilliamsonBen
691,22956220,HeyTammyBruce
692,2933760046,RepComstock
693,237299871,RepMoBrooks
694,3565248672,Olivia_Beavers
695,37841185,Alyssafarah
696,520497278,xan_desanctis
697,42645839,AmericanFamAssc
698,16337264,sabrinaeaton
699,104797238,juliegraceb
700,119837703,ChuckRossDC
701,328474134,TankSchottle
702,18005085,MZHemingway
703,1257667158,chiproytx
704,235312723,DesJarlaisTN04
705,969218051555184640,RussVought45
706,58579942,mattgaetz
707,14945261,gehrig38
708,26007752,KenCuccinelli
709,13850422,CNNPolitics
710,806906355214852096,RepRaskin
711,562989744,conversations
712,107607453,BurtFolsom
713,16228479,SCOTUSblog
714,44397959,WilkowMajority
715,252398355,RMConservative
716,1375289149,NewDay
717,240760644,RepGosar
718,22129280,jimsciutto
719,2975091705,CongressmanHice
720,495279112,MelikaMaria
721,847466045665296384,JJordansJacket
722,3016071993,LifeZette
723,778700700696010754,housebudgetGOP
724,742735530287304704,WarrenDavidson
725,87773012,MDLehmann
726,2941150387,21Wilberforce
727,739185958659194880,refinedright
728,109025212,JohnDingell
729,19727460,ksteele85
730,2369949012,JoePerticone
731,2307118986,OCWR_LegBranch
732,18773159,RepScottPerry
733,591973307,PhilipWegmann
734,15739391,conncarroll
735,2790089134,TACourtney1
736,21657051,PolsonKanneth
737,246341769,Raul_Labrador
738,104342107,Gabby_Hoffman
739,4784588107,CQSupports
740,44892972,ScooterSchaefer
741,258385806,CCTreports
742,2460530136,KatieHNix
743,3297010667,JoshDavidArnold
744,233842454,justinamash
745,975200486,RepThomasMassie
746,1058807868,GovRonDeSantis
747,47415772,JillDLawrence
748,3911294003,HeritageOTH
749,282695161,WayneDupreeShow
750,2596185043,RuthLieberman
751,2361224263,DailySignal
752,2528017561,SiegelScribe
753,84921665,AlisonHowardC
754,143798379,BrendanBuck
755,2990729241,freedomcaucus
756,334831869,JonathanKFiner
757,430001683,CYelinski
758,204599219,pw_cunningham
759,393469195,redsteeze
760,306523709,FrantzRadio
761,65523275,Kerri_Kupec
762,86129724,costareports
763,552044121,cspanSusan
764,3087045099,RealBPhil
765,107441863,michael_steel
766,94046324,JessicaTCahill
767,3194914432,davidyonke1
768,3396448107,FDFNational
769,22931765,cjbond
770,18740406,TJTatum
771,21252618,JakeSherman
772,21945002,brianna_buc
773,14844867,amandacarpenter
774,91707454,MitchHailstone
775,449355748,themarybuehler
776,1276086860,Bobo_Jordan
777,904427120,SirIsaacJordan
778,331058416,AfpOhio
779,60628575,BookTV
780,201389881,JoelCRosenberg
781,1949672929,MarionOHAuditor
782,374710346,CauseofActionDC
783,55313263,BftExaminer
784,38018775,UnionRural
785,21768343,veroderugy
786,15570213,kevcirilli
787,109050508,1047WIOT
788,89250968,1370wspd
789,16637197,scottsands
790,21485095,patmara
791,2411400990,USSenatePhoto
792,2375533844,SenatePress
793,28855191,jacksontom
794,21821061,TMcClusky
795,221184791,MJ_JournalRick
796,16698389,frates
797,398088661,MEPFuller
798,19186003,seungminkim
799,134329964,CurtDevine
800,136550204,scottwongDC
801,62531620,SOOhio
802,838803536,soohcleveland
803,189129306,kristinapet
804,42946039,OHIOMFG
805,2251229473,TollesTech
806,72955172,lifehaspurpose
807,17112878,CNNSotu
808,108617810,DanaBashCNN
809,234812598,RepLarryBucshon
810,20243128,BrentBozell
811,42692687,laurennfrench
812,121147627,russvought
813,138609858,danholler
814,2970279814,RepDebDingell
815,34198151,HondaInAmerica
816,2612307559,robportman
817,2962813893,RepStefanik
818,2847221717,DNI_Ratcliffe
819,24438725,AllianceDefends
820,461759120,CaseyMattox_
821,2875310271,ForgeLeadership
822,304576970,JessicaWehrman
823,2953974395,RepFrenchHill
824,15455253,nedryun
825,129879105,MikeEmanuelFox
826,250912539,cimarcos
827,389034983,MelissaQuinn97
828,2734241886,KLF
829,26777550,ShopFloorNAM
830,65744750,alvedaking
831,65703588,nfib_oh
832,266830495,BobCusack
833,472109910,DSStatware
834,36634373,wpko
835,32504082,LouVito
836,38460940,TheMarionStar
837,61877887,smeveningleader
838,2382160040,WapakDaily
839,272020103,delphosherald
840,44497416,UrbanaCitizen
841,285736926,sidneydailynews
842,43465410,blufftonpirates
843,29259771,oberlin_news
844,62725783,MJournalSports
845,20732804,MorningJournal
846,158596217,JKampf_NH
847,2226964764,ElyriaCTSports
